YearMonthDayHourMinute,STN,isitu-LST,insitu-TA
2.02107E+11,177,22.001196,21.179207
2.02107E+11,184,23.834845,23.301191
2.02107E+11,185,23.38597,22.54576
2.02107E+11,188,23.659708,22.619871
2.02107E+11,189,24.006548,23.564259
2.02107E+11,192,20.678595,19.146063
2.02107E+11,201,20.508429,19.606848
2.02107E+11,202,21.635145,21.045252
2.02107E+11,203,22.248056,20.420208
2.02107E+11,211,20.991308,19.977991
2.02107E+11,212,20.566608,19.817196
2.02107E+11,216,17.984903,16.436434
2.02107E+11,217,21.330297,19.401081
2.02107E+11,221,20.933388,19.36778
2.02107E+11,226,21.499899,19.832634
2.02107E+11,232,21.302818,20.716776
2.02107E+11,235,22.011368,21.442793
2.02107E+11,236,22.727526,22.051907
2.02107E+11,238,21.972239,21.001144
2.02107E+11,239,22.780119,22.306677
2.02107E+11,243,22.48012,22.660357
2.02107E+11,244,22.376068,20.189285
2.02107E+11,245,23.072012,22.02562
2.02107E+11,247,21.753727,20.796951
2.02107E+11,248,19.668585,18.297335
2.02107E+11,251,22.169834,20.509958
2.02107E+11,252,20.652721,21.225584
2.02107E+11,253,21.354988,20.369467
2.02107E+11,254,22.609852,21.701338
2.02107E+11,255,21.787825,21.03464
2.02107E+11,257,21.600683,22.062618
2.02107E+11,258,21.11664,20.00865
2.02107E+11,259,21.74341,19.89128
2.02107E+11,260,21.592669,19.262426
2.02107E+11,261,21.855558,19.187988
2.02107E+11,262,20.6127,18.322653
2.02107E+11,263,21.526686,20.239248
2.02107E+11,264,21.204256,19.780323
2.02107E+11,266,20.825735,21.640717
2.02107E+11,271,19.767216,17.48756
2.02107E+11,272,21.973864,20.511919
2.02107E+11,273,21.26547,20.61981
2.02107E+11,276,18.012873,16.633623
2.02107E+11,277,20.659542,19.162962
2.02107E+11,278,20.851189,19.005259
2.02107E+11,279,21.701826,20.972277
2.02107E+11,281,19.372536,18.876495
2.02107E+11,283,19.62723,18.216442
2.02107E+11,284,21.21718,19.980457
2.02107E+11,285,22.345263,20.890692
2.02107E+11,288,21.299042,20.35817
2.02107E+11,289,21.11626,20.25502
2.02107E+11,294,21.774958,21.53691
2.02107E+11,295,21.29096,20.148165
2.02107E+11,676,22.15841,20.702204
2.02107E+11,702,22.840307,22.74063
2.02107E+11,970,21.099224,19.742582
2.02107E+11,972,20.923605,18.952951
2.02107E+11,973,22.340094,19.96785
2.02107E+11,974,21.523203,19.124628
2.02107E+11,977,22.497477,21.603468
2.02107E+11,978,21.703564,20.100697
2.02107E+11,980,23.68761,21.547539
2.02107E+11,90,21.476753,20.574327
2.02107E+11,93,20.972342,19.93718
2.02107E+11,95,20.04274,19.08907
2.02107E+11,98,19.846483,19.220581
2.02107E+11,99,20.83005,19.4067
2.02107E+11,100,16.538214,14.349363
2.02107E+11,101,20.399931,20.809551
2.02107E+11,102,19.46184,18.767687
2.02107E+11,104,21.44735,19.811756
2.02107E+11,105,21.965227,21.09987
2.02107E+11,106,20.927694,19.544088
2.02107E+11,108,21.783247,22.42267
2.02107E+11,112,20.934547,22.219841
2.02107E+11,114,20.75148,19.79559
2.02107E+11,115,19.482214,19.45774
2.02107E+11,119,20.759722,20.826399
2.02107E+11,121,19.843935,18.722237
2.02107E+11,127,22.009653,20.549648
2.02107E+11,129,22.379486,20.822416
2.02107E+11,130,20.911121,19.804312
2.02107E+11,131,22.393202,22.534271
2.02107E+11,133,22.8109,22.633816
2.02107E+11,135,20.494005,19.687485
2.02107E+11,136,20.39741,19.761984
2.02107E+11,137,21.570608,21.206696
2.02107E+11,138,21.314608,21.110851
2.02107E+11,140,22.501583,21.719046
2.02107E+11,143,20.997276,20.859814
2.02107E+11,146,23.203188,22.92145
2.02107E+11,152,19.995642,19.605291
2.02107E+11,155,19.998981,19.868818
2.02107E+11,156,21.998009,21.964136
2.02107E+11,159,21.871935,21.690567
2.02107E+11,162,21.843424,21.683588
2.02107E+11,165,22.40794,22.159117
2.02107E+11,168,20.329502,22.587645
2.02107E+11,169,21.855696,21.645697
2.02107E+11,170,20.943575,20.73582
2.02107E+11,172,21.435192,20.806543
2.02107E+11,174,19.01259,17.83865
2.02107E+11,177,21.899393,21.07947
2.02107E+11,184,23.7225,23.32614
2.02107E+11,185,24.325716,23.560102
2.02107E+11,188,23.682444,22.656187
2.02107E+11,189,24.268898,23.739744
2.02107E+11,192,20.218771,18.727495
2.02107E+11,201,20.456968,19.637197
2.02107E+11,202,21.57879,20.78005
2.02107E+11,203,21.912748,20.004404
2.02107E+11,211,20.954332,20.012947
2.02107E+11,212,20.336735,19.649857
2.02107E+11,216,17.658472,16.238373
2.02107E+11,217,21.311468,19.453526
2.02107E+11,221,20.576729,18.887278
2.02107E+11,226,21.212505,19.860739
2.02107E+11,232,20.921244,20.298162
2.02107E+11,235,22.050894,21.461123
2.02107E+11,236,22.32114,21.377066
2.02107E+11,238,21.997004,21.2437
2.02107E+11,239,22.645847,21.867369
2.02107E+11,243,22.05456,22.412046
2.02107E+11,244,22.073242,19.6098
2.02107E+11,245,22.412996,21.050375
2.02107E+11,247,21.052633,20.31955
2.02107E+11,248,19.436804,18.052263
2.02107E+11,251,22.090635,20.833313
2.02107E+11,252,19.833126,20.576265
2.02107E+11,253,21.463032,20.643614
2.02107E+11,254,22.151571,21.232796
2.02107E+11,255,21.524734,20.859808
2.02107E+11,257,21.579357,21.405277
2.02107E+11,258,20.905634,19.992512
2.02107E+11,259,20.961996,19.309305
2.02107E+11,260,21.181078,18.791986
2.02107E+11,261,21.40373,18.686401
2.02107E+11,262,20.087282,17.922134
2.02107E+11,263,21.11677,19.858688
2.02107E+11,264,20.7533,19.35426
2.02107E+11,266,20.53663,21.472664
2.02107E+11,271,19.578962,17.172075
2.02107E+11,272,20.391712,19.009434
2.02107E+11,273,20.389776,19.79158
2.02107E+11,276,18.283457,16.806524
2.02107E+11,277,20.263506,18.65917
2.02107E+11,278,20.621397,18.815628
2.02107E+11,279,21.367874,20.565178
2.02107E+11,281,19.003351,18.254797
2.02107E+11,283,19.544674,18.14262
2.02107E+11,284,20.585522,19.18666
2.02107E+11,285,21.77115,20.09772
2.02107E+11,288,21.095964,20.272524
2.02107E+11,289,20.639647,19.669762
2.02107E+11,294,21.064198,20.796333
2.02107E+11,295,20.945215,20.0199
2.02107E+11,676,21.794678,20.395023
2.02107E+11,702,22.706953,22.593174
2.02107E+11,970,20.93537,19.642918
2.02107E+11,972,21.194035,19.608986
2.02107E+11,973,22.02673,19.479717
2.02107E+11,974,20.992105,18.64851
2.02107E+11,977,22.138819,21.28985
2.02107E+11,978,21.76687,20.183058
2.02107E+11,980,24.71834,22.968977
2.02107E+11,90,20.88651,20.035269
2.02107E+11,93,20.893911,19.811415
2.02107E+11,95,19.707254,18.749517
2.02107E+11,98,19.999441,19.152212
2.02107E+11,99,21.555521,20.304718
2.02107E+11,100,16.474592,14.385703
2.02107E+11,101,20.306847,20.39334
2.02107E+11,102,19.232784,18.637722
2.02107E+11,104,20.563112,18.863134
2.02107E+11,105,20.996939,20.369122
2.02107E+11,106,20.58104,19.46313
2.02107E+11,108,21.179022,21.829012
2.02107E+11,112,20.962557,22.091537
2.02107E+11,114,20.719194,19.734255
2.02107E+11,115,19.126543,19.18687
2.02107E+11,119,20.620453,20.730055
2.02107E+11,121,19.456226,18.191483
2.02107E+11,127,21.991034,20.635973
2.02107E+11,129,21.974382,20.090637
2.02107E+11,130,20.42029,19.143543
2.02107E+11,131,22.613298,22.7758
2.02107E+11,133,22.268114,22.14802
2.02107E+11,135,19.884192,19.258698
2.02107E+11,136,19.935026,19.057129
2.02107E+11,137,20.847864,20.781832
2.02107E+11,138,20.914034,20.840496
2.02107E+11,140,22.65131,21.78742
2.02107E+11,143,21.028637,20.493542
2.02107E+11,146,22.796572,22.421265
2.02107E+11,152,19.917906,19.464212
2.02107E+11,155,20.000496,20.408588
2.02107E+11,156,21.726099,21.373016
2.02107E+11,159,21.594213,21.602816
2.02107E+11,162,21.645458,21.527906
2.02107E+11,165,21.37154,21.80779
2.02107E+11,168,20.90476,22.07307
2.02107E+11,169,22.197535,21.335741
2.02107E+11,170,20.702272,20.832054
2.02107E+11,172,20.921892,20.500507
2.02107E+11,174,18.658638,17.435575
2.02107E+11,177,21.850122,21.210102
2.02107E+11,184,23.773983,23.151041
2.02107E+11,185,23.75075,22.94315
2.02107E+11,188,23.749172,22.715834
2.02107E+11,189,24.168533,23.827078
2.02107E+11,192,19.597506,18.201872
2.02107E+11,201,20.011984,19.22197
2.02107E+11,202,20.913961,20.200687
2.02107E+11,203,21.552761,19.607246
2.02107E+11,211,20.632914,19.928755
2.02107E+11,212,20.148245,19.35342
2.02107E+11,216,16.860914,15.513469
2.02107E+11,217,20.978777,19.318386
2.02107E+11,221,20.639555,18.998762
2.02107E+11,226,20.538963,19.201366
2.02107E+11,232,20.373503,19.690203
2.02107E+11,235,21.79531,21.251049
2.02107E+11,236,22.175074,21.241737
2.02107E+11,238,21.583048,20.50821
2.02107E+11,239,22.253489,21.321053
2.02107E+11,243,21.665941,22.037994
2.02107E+11,244,21.709122,19.208586
2.02107E+11,245,22.242748,21.02152
2.02107E+11,247,20.63141,19.786097
2.02107E+11,248,19.38725,18.037788
2.02107E+11,251,21.445187,20.099817
2.02107E+11,252,19.738327,20.4396
2.02107E+11,253,20.92634,20.321962
2.02107E+11,254,21.881039,20.958382
2.02107E+11,255,21.447271,20.635052
2.02107E+11,257,21.25205,21.369986
2.02107E+11,258,20.66131,19.73557
2.02107E+11,259,21.009443,19.185913
2.02107E+11,260,20.814077,18.51898
2.02107E+11,261,20.864813,18.287313
2.02107E+11,262,19.800974,17.645597
2.02107E+11,263,20.783978,19.602919
2.02107E+11,264,20.257425,18.945456
2.02107E+11,266,20.1737,21.508673
2.02107E+11,271,19.369455,17.095167
2.02107E+11,272,20.540667,19.107725
2.02107E+11,273,20.315807,19.710718
2.02107E+11,276,18.516195,16.971556
2.02107E+11,277,19.796457,18.009789
2.02107E+11,278,20.167772,18.382069
2.02107E+11,279,21.307306,20.624647
2.02107E+11,281,18.765848,17.775625
2.02107E+11,283,19.307484,17.941397
2.02107E+11,284,20.434742,19.164799
2.02107E+11,285,21.031136,19.521576
2.02107E+11,288,20.739004,20.320002
2.02107E+11,289,20.047113,19.092428
2.02107E+11,294,20.979082,20.934977
2.02107E+11,295,21.276388,20.12512
2.02107E+11,676,20.787598,19.551418
2.02107E+11,702,21.844645,21.464245
2.02107E+11,970,20.305405,19.154585
2.02107E+11,972,20.539526,19.05748
2.02107E+11,973,21.557257,18.880236
2.02107E+11,974,20.672274,18.257902
2.02107E+11,977,21.874207,20.999798
2.02107E+11,978,20.74447,19.323904
2.02107E+11,980,24.909369,23.492928
2.02107E+11,90,20.550356,19.68069
2.02107E+11,93,21.440115,20.210403
2.02107E+11,95,19.66434,18.763712
2.02107E+11,98,19.733814,19.106071
2.02107E+11,99,21.213654,20.006937
2.02107E+11,100,15.613348,13.670661
2.02107E+11,101,19.97707,20.195253
2.02107E+11,102,19.272379,18.871534
2.02107E+11,104,20.315508,18.42698
2.02107E+11,105,21.11812,20.155176
2.02107E+11,106,21.171751,19.72963
2.02107E+11,108,21.058512,21.80595
2.02107E+11,112,20.688547,21.962515
2.02107E+11,114,20.595182,19.512661
2.02107E+11,115,19.095802,19.028255
2.02107E+11,119,20.429893,20.560007
2.02107E+11,121,19.508682,18.345287
2.02107E+11,127,21.514776,20.103401
2.02107E+11,129,21.693903,19.672005
2.02107E+11,130,20.286242,18.891474
2.02107E+11,131,22.245111,22.612236
2.02107E+11,133,21.879942,21.84651
2.02107E+11,135,19.730648,19.271917
2.02107E+11,136,19.640028,18.700308
2.02107E+11,137,20.533314,20.22424
2.02107E+11,138,20.340658,20.487854
2.02107E+11,140,22.420794,21.59438
2.02107E+11,143,20.447405,19.892387
2.02107E+11,146,22.471983,21.952257
2.02107E+11,152,19.974203,19.983929
2.02107E+11,155,19.602795,20.140207
2.02107E+11,156,21.593071,21.460451
2.02107E+11,159,21.026642,21.605465
2.02107E+11,162,20.985386,21.29574
2.02107E+11,165,20.710249,21.50192
2.02107E+11,168,21.340828,21.89721
2.02107E+11,169,22.12795,21.849432
2.02107E+11,170,20.132137,20.217913
2.02107E+11,172,20.461727,20.060911
2.02107E+11,174,17.733631,16.669456
2.02107E+11,177,21.692747,20.761856
2.02107E+11,184,23.743612,23.277124
2.02107E+11,185,22.926764,22.230154
2.02107E+11,188,23.452553,22.555807
2.02107E+11,189,23.679352,23.724257
2.02107E+11,192,19.267141,17.723793
2.02107E+11,201,20.444176,19.736563
2.02107E+11,202,20.88003,20.260828
2.02107E+11,203,20.813639,18.985277
2.02107E+11,211,20.411108,19.73981
2.02107E+11,212,20.025986,19.282475
2.02107E+11,216,16.705505,15.214605
2.02107E+11,217,20.731462,19.267588
2.02107E+11,221,20.659246,18.984941
2.02107E+11,226,20.36909,18.907465
2.02107E+11,232,19.877365,19.111723
2.02107E+11,235,21.570086,21.19258
2.02107E+11,236,21.668613,20.51444
2.02107E+11,238,21.488396,20.351885
2.02107E+11,239,21.98836,21.033226
2.02107E+11,243,20.842459,21.250584
2.02107E+11,244,21.319239,18.982002
2.02107E+11,245,21.46933,20.164234
2.02107E+11,247,20.471571,19.519335
2.02107E+11,248,19.285276,17.913366
2.02107E+11,251,21.137905,19.70355
2.02107E+11,252,19.745207,20.532738
2.02107E+11,253,20.828276,20.381786
2.02107E+11,254,21.76325,20.748526
2.02107E+11,255,21.018183,20.404173
2.02107E+11,257,20.57408,21.433874
2.02107E+11,258,19.994879,19.34784
2.02107E+11,259,20.714827,18.487885
2.02107E+11,260,20.450415,18.081888
2.02107E+11,261,20.633802,18.018782
2.02107E+11,262,19.723166,17.351536
2.02107E+11,263,20.680487,19.539564
2.02107E+11,264,19.869322,18.420607
2.02107E+11,266,19.883438,20.991827
2.02107E+11,271,19.49412,17.215801
2.02107E+11,272,20.844072,19.522028
2.02107E+11,273,20.30047,19.661264
2.02107E+11,276,18.238798,16.617306
2.02107E+11,277,19.388815,17.511404
2.02107E+11,278,20.185778,18.26311
2.02107E+11,279,20.588554,19.782013
2.02107E+11,281,18.472897,17.445435
2.02107E+11,283,19.081944,17.98787
2.02107E+11,284,20.103525,18.816292
2.02107E+11,285,20.635275,19.024527
2.02107E+11,288,20.306168,19.843845
2.02107E+11,289,19.878073,18.900246
2.02107E+11,294,19.94114,20.249844
2.02107E+11,295,20.833374,19.581194
2.02107E+11,676,20.546856,19.109247
2.02107E+11,702,21.294785,20.90646
2.02107E+11,970,20.136436,19.066057
2.02107E+11,972,20.155005,18.129091
2.02107E+11,973,21.258522,18.545437
2.02107E+11,974,20.862589,18.434477
2.02107E+11,977,21.673975,20.79818
2.02107E+11,978,21.38769,19.900496
2.02107E+11,980,24.599064,23.429188
2.02107E+11,90,19.908667,19.036066
2.02107E+11,93,21.054922,19.93606
2.02107E+11,95,19.586573,18.666378
2.02107E+11,98,19.56072,18.73316
2.02107E+11,99,21.017384,19.790281
2.02107E+11,100,16.06974,14.06407
2.02107E+11,101,19.871622,20.28612
2.02107E+11,102,19.320326,19.100718
2.02107E+11,104,20.134314,18.21589
2.02107E+11,105,21.320744,20.317257
2.02107E+11,106,20.649271,19.20421
2.02107E+11,108,20.896997,21.472643
2.02107E+11,112,20.677607,21.92018
2.02107E+11,114,20.138151,19.172539
2.02107E+11,115,19.008345,19.047007
2.02107E+11,119,20.551935,20.93054
2.02107E+11,121,19.330908,18.384245
2.02107E+11,127,21.466215,20.051361
2.02107E+11,129,21.46007,19.647762
2.02107E+11,130,19.99971,18.469778
2.02107E+11,131,21.63896,21.797106
2.02107E+11,133,21.541904,21.532782
2.02107E+11,135,20.064894,19.543793
2.02107E+11,136,18.991182,18.143372
2.02107E+11,137,20.10874,19.718378
2.02107E+11,138,20.175024,20.211174
2.02107E+11,140,22.488972,21.525003
2.02107E+11,143,20.434261,19.862825
2.02107E+11,146,22.017996,20.86691
2.02107E+11,152,19.942286,20.077322
2.02107E+11,155,19.735231,20.55969
2.02107E+11,156,21.077364,20.583885
2.02107E+11,159,20.67999,21.92246
2.02107E+11,162,20.372555,21.107134
2.02107E+11,165,19.941648,20.930426
2.02107E+11,168,20.715754,21.948263
2.02107E+11,169,22.08053,20.686579
2.02107E+11,170,20.341036,20.543133
2.02107E+11,172,19.997438,19.763376
2.02107E+11,174,17.271717,16.184824
2.02107E+11,177,20.96292,20.086092
2.02107E+11,184,23.614305,23.13929
2.02107E+11,185,23.400633,22.732958
2.02107E+11,188,23.29529,22.402435
2.02107E+11,189,23.499311,23.551477
2.02107E+11,192,19.17438,17.686186
2.02107E+11,201,20.400772,19.688034
2.02107E+11,202,20.34733,19.712255
2.02107E+11,203,20.82348,18.8808
2.02107E+11,211,20.312551,19.65467
2.02107E+11,212,19.699625,19.129465
2.02107E+11,216,15.903933,14.909488
2.02107E+11,217,20.900284,18.992708
2.02107E+11,221,20.03764,18.589527
2.02107E+11,226,19.97817,18.5244
2.02107E+11,232,19.626898,18.950476
2.02107E+11,235,21.495813,20.680353
2.02107E+11,236,21.92552,20.695442
2.02107E+11,238,21.465174,20.222883
2.02107E+11,239,21.402952,20.681643
2.02107E+11,243,21.35568,21.216352
2.02107E+11,244,20.827929,18.766455
2.02107E+11,245,21.079554,19.76143
2.02107E+11,247,20.033228,19.018522
2.02107E+11,248,19.148281,17.692736
2.02107E+11,251,20.800396,19.819387
2.02107E+11,252,19.12182,19.910273
2.02107E+11,253,21.244091,20.566776
2.02107E+11,254,20.962847,20.197445
2.02107E+11,255,21.02588,20.546377
2.02107E+11,257,20.807735,21.772871
2.02107E+11,258,19.581968,18.871277
2.02107E+11,259,20.482458,18.45906
2.02107E+11,260,19.999361,17.744968
2.02107E+11,261,20.172386,17.742792
2.02107E+11,262,19.648218,17.1397
2.02107E+11,263,20.636019,19.447725
2.02107E+11,264,20.096743,18.857182
2.02107E+11,266,19.090075,20.655344
2.02107E+11,271,19.310804,17.047783
2.02107E+11,272,21.065285,19.811909
2.02107E+11,273,20.101019,19.505228
2.02107E+11,276,18.012852,16.50018
2.02107E+11,277,19.364496,17.507824
2.02107E+11,278,19.841572,17.606083
2.02107E+11,279,20.506409,19.55811
2.02107E+11,281,17.833393,16.957777
2.02107E+11,283,19.352013,18.110771
2.02107E+11,284,20.849741,19.3819
2.02107E+11,285,20.463175,18.915155
2.02107E+11,288,20.15057,19.181967
2.02107E+11,289,20.029547,18.826906
2.02107E+11,294,19.24919,19.500284
2.02107E+11,295,20.972227,19.55306
2.02107E+11,676,20.725674,19.411419
2.02107E+11,702,21.104229,20.322401
2.02107E+11,970,20.119055,19.046719
2.02107E+11,972,19.734844,17.69704
2.02107E+11,973,20.857008,18.335554
2.02107E+11,974,20.242313,17.742474
2.02107E+11,977,21.388975,20.445044
2.02107E+11,978,20.280287,19.06387
2.02107E+11,980,24.024384,23.019804
2.02107E+11,90,20.898973,19.15889
2.02107E+11,93,22.472015,20.704967
2.02107E+11,95,20.066374,18.884943
2.02107E+11,98,20.96794,19.160357
2.02107E+11,99,22.60771,19.79489
2.02107E+11,100,17.027061,14.62303
2.02107E+11,101,21.225487,20.85861
2.02107E+11,102,20.776705,18.840324
2.02107E+11,104,20.4773,19.385012
2.02107E+11,105,21.02519,19.996164
2.02107E+11,106,22.362925,20.360228
2.02107E+11,108,22.232664,21.796225
2.02107E+11,112,22.127966,22.375937
2.02107E+11,114,20.929533,19.16021
2.02107E+11,115,20.53645,19.88676
2.02107E+11,119,21.954805,21.85787
2.02107E+11,121,20.854761,19.016281
2.02107E+11,127,22.675238,20.911863
2.02107E+11,129,20.865679,20.98506
2.02107E+11,130,21.59982,19.257479
2.02107E+11,131,23.01784,21.83273
2.02107E+11,133,22.537012,21.763815
2.02107E+11,135,21.518274,20.032333
2.02107E+11,136,21.041594,18.73968
2.02107E+11,137,22.554718,20.475534
2.02107E+11,138,22.09723,21.055494
2.02107E+11,140,24.085701,22.081049
2.02107E+11,143,21.463842,20.51137
2.02107E+11,146,22.92901,22.007446
2.02107E+11,152,20.957289,20.731344
2.02107E+11,155,20.822062,21.008448
2.02107E+11,156,21.990995,21.201065
2.02107E+11,159,21.672773,22.37278
2.02107E+11,162,21.658464,21.786482
2.02107E+11,165,22.118183,21.530775
2.02107E+11,168,21.54392,22.550974
2.02107E+11,169,22.493513,21.276114
2.02107E+11,170,21.1561,20.59783
2.02107E+11,172,21.251028,20.078447
2.02107E+11,174,19.262468,17.84697
2.02107E+11,177,22.548822,20.641829
2.02107E+11,184,23.60099,23.362751
2.02107E+11,185,22.788265,22.506529
2.02107E+11,188,23.696817,22.887629
2.02107E+11,189,23.228216,23.351925
2.02107E+11,192,20.068682,18.871407
2.02107E+11,201,22.0532,20.230406
2.02107E+11,202,21.895632,20.106161
2.02107E+11,203,20.760952,19.743671
2.02107E+11,211,21.81278,19.820139
2.02107E+11,212,20.552965,19.31976
2.02107E+11,216,18.269209,14.974921
2.02107E+11,217,20.818644,19.19936
2.02107E+11,221,21.227375,19.521475
2.02107E+11,226,20.506308,18.9719
2.02107E+11,232,21.046305,19.653904
2.02107E+11,235,21.761696,21.130634
2.02107E+11,236,22.792568,21.131268
2.02107E+11,238,22.485788,20.443659
2.02107E+11,239,22.809254,21.500998
2.02107E+11,243,22.33904,21.951452
2.02107E+11,244,21.160772,18.899237
2.02107E+11,245,21.844252,20.643122
2.02107E+11,247,21.299046,19.367004
2.02107E+11,248,19.690569,17.701387
2.02107E+11,251,21.120348,19.833357
2.02107E+11,252,21.656952,20.278337
2.02107E+11,253,20.714565,20.619171
2.02107E+11,254,21.85776,20.384375
2.02107E+11,255,21.136082,21.592382
2.02107E+11,257,21.250677,22.230112
2.02107E+11,258,20.111917,19.731586
2.02107E+11,259,21.17981,19.692688
2.02107E+11,260,20.626734,18.417204
2.02107E+11,261,20.851442,18.962091
2.02107E+11,262,20.13055,18.13494
2.02107E+11,263,21.657188,19.544788
2.02107E+11,264,21.05447,19.364513
2.02107E+11,266,21.117647,21.738026
